venue,result,Home Goals,Away Goals,Away Team,Home Team
Away,W,3,1,Brighton,Chelsea
Home,L,0,2,Liverpool,Chelsea
Away,D,3,3,West Brom,Chelsea
Home,W,4,0,Crystal Palace,Chelsea
Home,D,3,3,Southampton,Chelsea
Away,D,0,0,Manchester Utd,Chelsea
Away,W,3,0,Burnley,Chelsea
Home,W,4,1,Sheffield Utd,Chelsea
Away,W,2,0,Newcastle Utd,Chelsea
Home,D,0,0,Tottenham,Chelsea
Home,W,3,1,Leeds United,Chelsea
Away,L,0,1,Everton,Chelsea
Away,L,1,2,Wolves,Chelsea
Home,W,3,0,West Ham,Chelsea
Away,L,1,3,Arsenal,Chelsea
Home,D,1,1,Aston Villa,Chelsea
Home,L,1,3,Manchester City,Chelsea
Away,W,1,0,Fulham,Chelsea
Away,L,0,2,Leicester City,Chelsea
Home,D,0,0,Wolves,Chelsea
Home,W,2,0,Burnley,Chelsea
Away,W,1,0,Tottenham,Chelsea
Away,W,2,1,Sheffield Utd,Chelsea
Home,W,2,0,Newcastle Utd,Chelsea
Away,D,1,1,Southampton,Chelsea
Home,D,0,0,Manchester Utd,Chelsea
Away,W,1,0,Liverpool,Chelsea
Home,W,2,0,Everton,Chelsea
Away,D,0,0,Leeds United,Chelsea
Home,L,2,5,West Brom,Chelsea
Away,W,4,1,Crystal Palace,Chelsea
Home,D,0,0,Brighton,Chelsea
Away,W,1,0,West Ham,Chelsea
Home,W,2,0,Fulham,Chelsea
Away,W,2,1,Manchester City,Chelsea
Home,L,0,1,Arsenal,Chelsea
Home,W,2,1,Leicester City,Chelsea
Away,L,1,2,Aston Villa,Chelsea
Away,W,3,0,West Brom,Leicester City
Home,W,4,2,Burnley,Leicester City
Away,W,5,2,Manchester City,Leicester City
Home,L,0,3,West Ham,Leicester City
Home,L,0,1,Aston Villa,Leicester City
Away,W,1,0,Arsenal,Leicester City
Away,W,4,1,Leeds United,Leicester City
Home,W,1,0,Wolves,Leicester City
Away,L,0,3,Liverpool,Leicester City
Home,L,1,2,Fulham,Leicester City
Away,W,2,1,Sheffield Utd,Leicester City
Home,W,3,0,Brighton,Leicester City
Home,L,0,2,Everton,Leicester City
Away,W,2,0,Tottenham,Leicester City
Home,D,2,2,Manchester Utd,Leicester City
Away,D,1,1,Crystal Palace,Leicester City
Away,W,2,1,Newcastle Utd,Leicester City
Home,W,2,0,Southampton,Leicester City
Home,W,2,0,Chelsea,Leicester City
Away,D,1,1,Everton,Leicester City
Home,L,1,3,Leeds United,Leicester City
Away,W,2,0,Fulham,Leicester City
Away,D,0,0,Wolves,Leicester City
Home,W,3,1,Liverpool,Leicester City
Away,W,2,1,Aston Villa,Leicester City
Home,L,1,3,Arsenal,Leicester City
Away,D,1,1,Burnley,Leicester City
Away,W,2,1,Brighton,Leicester City
Home,W,5,0,Sheffield Utd,Leicester City
Home,L,0,2,Manchester City,Leicester City
Away,L,2,3,West Ham,Leicester City
Home,W,3,0,West Brom,Leicester City
Home,W,2,1,Crystal Palace,Leicester City
Away,D,1,1,Southampton,Leicester City
Home,L,2,4,Newcastle Utd,Leicester City
Away,W,2,1,Manchester Utd,Leicester City
Away,L,1,2,Chelsea,Leicester City
Home,L,2,4,Tottenham,Leicester City
Home,L,0,2,Newcastle Utd,West Ham Utd
Away,L,1,2,Arsenal,West Ham Utd
Home,W,4,0,Wolves,West Ham Utd
Away,W,3,0,Leicester City,West Ham Utd
Away,D,3,3,Tottenham,West Ham Utd
Home,D,1,1,Manchester City,West Ham Utd
Away,L,1,2,Liverpool,West Ham Utd
Home,W,1,0,Fulham,West Ham Utd
Away,W,1,0,Sheffield Utd,West Ham Utd
Home,W,2,1,Aston Villa,West Ham Utd
Home,L,1,3,Manchester Utd,West Ham Utd
Away,W,2,1,Leeds United,West Ham Utd
Home,D,1,1,Crystal Palace,West Ham Utd
Away,L,0,3,Chelsea,West Ham Utd
Home,D,2,2,Brighton,West Ham Utd
Away,D,0,0,Southampton,West Ham Utd
Away,W,1,0,Everton,West Ham Utd
Home,W,1,0,Burnley,West Ham Utd
Home,W,2,1,West Brom,West Ham Utd
Away,W,3,2,Crystal Palace,West Ham Utd
Home,L,1,3,Liverpool,West Ham Utd
Away,W,3,1,Aston Villa,West Ham Utd
Away,D,0,0,Fulham,West Ham Utd
Home,W,3,0,Sheffield Utd,West Ham Utd
Home,W,2,1,Tottenham,West Ham Utd
Away,L,1,2,Manchester City,West Ham Utd
Home,W,2,0,Leeds United,West Ham Utd
Away,L,0,1,Manchester Utd,West Ham Utd
Home,D,3,3,Arsenal,West Ham Utd
Away,W,3,2,Wolves,West Ham Utd
Home,W,3,2,Leicester City,West Ham Utd
Away,L,2,3,Newcastle Utd,West Ham Utd
Home,L,0,1,Chelsea,West Ham Utd
Away,W,2,1,Burnley,West Ham Utd
Home,L,0,1,Everton,West Ham Utd
Away,D,1,1,Brighton,West Ham Utd
Away,W,3,1,West Brom,West Ham Utd
Home,W,3,0,Southampton,West Ham Utd
Home,L,0,1,Everton,Tottenham
Away,W,5,2,Southampton,Tottenham
Home,D,1,1,Newcastle Utd,Tottenham
Away,W,6,1,Manchester Utd,Tottenham
Home,D,3,3,West Ham,Tottenham
Away,W,1,0,Burnley,Tottenham
Home,W,2,1,Brighton,Tottenham
Away,W,1,0,West Brom,Tottenham
Home,W,2,0,Manchester City,Tottenham
Away,D,0,0,Chelsea,Tottenham
Home,W,2,0,Arsenal,Tottenham
Away,D,1,1,Crystal Palace,Tottenham
Away,L,1,2,Liverpool,Tottenham
